"title","channelName","viewCount","likes","date","duration","type","url","commentsCount"
"Types of Machine Learning for Beginners | Types of Machine learning in Hindi | Types of ML in Depth","CampusX","582722","12000","2021-03-16T13:49:16.000Z","00:27:41","video","https://www.youtube.com/watch?v=81ymPYEtFOw","344"
"Machine Learning FULL Course with Practical (10 HOURS) | Learn Free ML in 2025 | Part-1","WsCube Tech","1975703","50000","2024-04-15T13:30:09.000Z","10:16:46","video","https://www.youtube.com/watch?v=LvC68w9JS4Y","1814"
"How To Learn Math for Machine Learning FAST (Even With Zero Math Background)","Marina Wyss - AI & Machine Learning","231294","12000","2025-01-02T15:00:20.000Z","00:12:09","video","https://www.youtube.com/watch?v=KgolhE7p-KY","347"
"Machine Learning in Python | Complete Crash Course | Python | Scikit-learn | (Part-1/2)","Codanics","94290","3200","2025-03-14T16:42:23.000Z","11:44:18","video","https://www.youtube.com/watch?v=hJzhyQeGSt4","393"
"Complete ML Machine Learning in One Shot 5 Hours | Semester Exam | Hindi","5 Minutes Engineering","379514","6500","2024-05-10T07:26:15.000Z","05:18:38","video","https://www.youtube.com/watch?v=AzblgZNoBWw","300"
"Intro to Machine Learning & Data Science (+Pandas, NumPy, Matplotlib)","Zero To Mastery","88398","2300","2023-06-13T16:47:25.000Z","10:00:29","video","https://www.youtube.com/watch?v=r67SfaiYaDI","95"
"1: Introduction to Neural Networks and Deep Learning; Training Deep NNs","MIT OpenCourseWare","322274","7600","2026-01-07T15:01:30.000Z","00:57:05","video","https://www.youtube.com/watch?v=kyQ0CRkYhy4","188"
"Machine Learning Foundations: Ep #1 - What is ML?","Google for Developers","233977","4900","2020-05-06T16:00:26.000Z","00:15:34","video","https://www.youtube.com/watch?v=_Z9TRANg4c0","314"
"All About Machine Learning & Deep Learning in 2025 🔥","CodeWithHarry","919967","32000","2023-12-01T13:30:07.000Z","00:15:20","video","https://www.youtube.com/watch?v=C6YtPJxNULA","964"
"A.I. Artificial Intelligence International Trailer #1 (2001)","kbros9698","716073","3000","2015-08-28T18:49:41.000Z","00:02:24","video","https://www.youtube.com/watch?v=oBUAQGwzGk0","383"
"Part 2 - Supervised Learning | Complete Machine Learning Course for Beginners | Sheryians AI School","Sheryians AI School","207540","3700","2025-06-10T14:30:14.000Z","02:41:17","video","https://www.youtube.com/watch?v=Lb0JzFtTmBs","466"
"Intro to Machine Learning featuring Generative AI","freeCodeCamp.org","110950","2700","2025-03-05T17:44:48.000Z","02:17:06","video","https://www.youtube.com/watch?v=tmB5JIX3Lxk","69"
"Machine Learning Crash Course: Intro & What's New","Google for Developers","246581","1400","2024-08-19T16:00:49.000Z","00:01:54","video","https://www.youtube.com/watch?v=SAUeGtyLsrk","15"
"Artificial Intelligence: Last Week Tonight with John Oliver (HBO)","LastWeekTonight","11600969","204000","2023-02-27T07:30:08.000Z","00:27:52","video","https://www.youtube.com/watch?v=Sqa8Zo2XWc4","11299"
"Linear Algebra - Math for Machine Learning","Weights & Biases","212976","5400","2021-01-12T16:30:56.000Z","00:41:23","video","https://www.youtube.com/watch?v=uZeDTwWcnuY","63"
"Search - Lecture 0 - CS50's Introduction to Artificial Intelligence with Python 2020","CS50","956429","11000","2023-07-24T20:29:58.000Z","01:49:29","video","https://www.youtube.com/watch?v=WbzNRTTrX0g","408"
"Machine Learning Full Course with Scikit‑Learn | Math + Python + AI | Sagar Chouksey","Coding With Sagar","721480","22000","2025-08-04T04:41:10.000Z","04:14:08","video","https://www.youtube.com/watch?v=ie4oGI85SAE","2551"
"MIT Introduction to Deep Learning | 6.S191","Alexander Amini","204067","4900","2026-03-30T14:00:06.000Z","00:56:16","video","https://www.youtube.com/watch?v=II4giR4vOOo","144"
"Better Medicine Through Machine Learning | Suchi Saria | TEDxBoston","TEDx Talks","162337","2600","2016-10-12T19:03:56.000Z","00:17:56","video","https://www.youtube.com/watch?v=Nj2YSLPn6OY","99"
"4 *Real* Machine Learning Projects That Get You Hired - No More Tutorials!","Marina Wyss - AI & Machine Learning","207047","7700","2025-08-26T14:00:42.000Z","00:13:05","video","https://www.youtube.com/watch?v=MFSFcPsMsuE","165"
"Supervised vs Unsupervised vs Reinforcement Learning | Machine Learning Tutorial | Simplilearn","Simplilearn","474781","8900","2020-11-20T15:30:00.000Z","00:06:27","video","https://www.youtube.com/watch?v=1FZ0A1QCMWc","83"
"Complete ML Machine Learning in one shot | Semester Exam | Hindi","KnowledgeGATE by Sanchit Sir","753891","10000","2024-06-09T04:53:53.000Z","07:05:55","video","https://www.youtube.com/watch?v=2oGsCHlfBUg","927"
"Machine Learning Model","Neso Academy","1651","66","2026-07-04T14:15:03.000Z","00:16:46","video","https://www.youtube.com/watch?v=YRT2zEk4m6k","9"
"I Built a Neural Network from Scratch","Green Code","1222447","48000","2024-06-10T07:36:25.000Z","00:09:15","video","https://www.youtube.com/watch?v=cAkMcPfY_Ns","1038"
,,,,,,,"https://www.youtube.com/watch?v=Du-GWB4g7GY",
"KNN Algorithm In Machine Learning | KNN Algorithm Using Python | K Nearest Neighbor | Simplilearn","Simplilearn","661630","9100","2018-06-06T13:30:53.000Z","00:27:42","video","https://www.youtube.com/watch?v=4HKqjENq9OU","929"
"Supervised Learning | Unsupervised Learning | Machine Learning Tutorial | 2026 | Simplilearn","Simplilearn","266844","4000","2018-09-11T16:00:52.000Z","00:09:39","video","https://www.youtube.com/watch?v=kE5QZ8G_78c","134"
"AI has hacked the code of human civilization | Yuval Noah Harari","Yuval Noah Harari ","699601","21000","2026-06-30T15:23:59.000Z","00:46:52","video","https://www.youtube.com/watch?v=hBtVGwuJzpk","2472"
"What Is an AI Anyway? | Mustafa Suleyman | TED","TED","2816228","43000","2024-04-22T17:24:11.000Z","00:22:02","video","https://www.youtube.com/watch?v=KKNCiRWd_j0","3725"
"Machine Learning Crash Course: Classification","Google for Developers","84491","586","2024-08-26T16:14:27.000Z","00:02:18","video","https://www.youtube.com/watch?v=QM0sYbEQSkM","15"
"AI and Machine Learning Full Course 2026 | AI & Machine Learning Tutorial For Beginners |Simplilearn","Simplilearn","60651","1500","2026-02-21T16:30:18.000Z","23:27:07","video","https://www.youtube.com/watch?v=MsVujBISof8","34"
"661: Designing Machine Learning Systems — with Chip Huyen","Super Data Science: ML & AI Podcast with Jon Krohn","139805","661","2023-03-14T12:00:30.000Z","01:15:01","video","https://www.youtube.com/watch?v=RUIcLaXGGcU","23"
"A.I.: Artificial Intelligence (2001) - Robot Graveyard | Movieclips","Movieclips","316379","2300","2025-02-26T17:00:50.000Z","00:02:33","video","https://www.youtube.com/watch?v=_WzHYCZn86U","188"
"AZ-900 Episode 16 | Azure Artificial Intelligence (AI) Services | Machine Learning Studio & Service","Adam Marczak - Azure for Everyone","262720","4200","2020-09-21T14:00:01.000Z","00:08:09","video","https://www.youtube.com/watch?v=8aMzR8iaB9s","84"
"Detailed Roadmap for Machine Learning | Free Study Resources | Simply Explained","Apna College","1606686","58000","2021-06-07T16:56:35.000Z","00:14:59","video","https://www.youtube.com/watch?v=1vsmaEfbnoE","1294"
"How I'd learn ML in 2025 (if I could start over)","Boris Meinardus","854104","38000","2024-12-27T14:15:06.000Z","00:16:24","video","https://www.youtube.com/watch?v=_xIwjmCH6D4","435"
"Lecture 9 - Decision Trees and Ensemble Methods | Stanford CS229: Machine Learning (Autumn 2018)","Stanford Online","253916","2700","2020-04-17T20:10:41.000Z","01:20:41","video","https://www.youtube.com/watch?v=wr9gUr-eWdA","82"
"Is AI Hiding Its Full Power? With Geoffrey Hinton","StarTalk","2768043","58000","2026-02-28T17:01:12.000Z","01:33:33","video","https://www.youtube.com/watch?v=l6ZcFa8pybE","7004"
"Transformers, the tech behind LLMs | Deep Learning Chapter 5","3Blue1Brown","10702136","230000","2024-04-01T19:13:57.000Z","00:27:14","video","https://www.youtube.com/watch?v=wjZofJX0v4M","4095"
"Part 3 - Supervised Learning| Classification Algorithms for Beginners | Sheryians AI School","Sheryians AI School","170224","2500","2025-06-17T14:01:26.000Z","03:39:37","video","https://www.youtube.com/watch?v=omGvjpmPDoY","469"
"A.I. ‐ Humanity's Final Invention?","Kurzgesagt – In a Nutshell","12075471","314000","2024-08-06T14:00:09.000Z","00:16:43","video","https://www.youtube.com/watch?v=fa8k8IQ1_X0","21492"
"Harvard CS50’s Artificial Intelligence with Python – Full University Course","freeCodeCamp.org","4783127","129000","2023-08-10T14:17:52.000Z","11:51:22","video","https://www.youtube.com/watch?v=5NgNicANyqM","1870"
"Machine Learning Roadmap🚀 By Neeraj Walia","ezCommit","114500","3400","2025-02-17T16:36:04.000Z","00:02:57","video","https://www.youtube.com/watch?v=ORK_e_x1E1c","81"
"How China Is Using Artificial Intelligence in Classrooms | WSJ","The Wall Street Journal","4536484","84000","2019-10-01T17:20:56.000Z","00:05:43","video","https://www.youtube.com/watch?v=JMLsHI8aV0g","12828"
"What do tech pioneers think about the AI revolution? - The Engineers, BBC World Service","BBC World Service","2537275","39000","2024-08-10T11:00:31.000Z","00:25:48","video","https://www.youtube.com/watch?v=Oa0ZHfcalCM","1296"
"99% of Beginners Don't Know the Basics of AI","Jeff Su","3311585","68000","2024-09-03T13:00:49.000Z","00:10:12","video","https://www.youtube.com/watch?v=nVyD6THcvDQ","2449"
"Artificial Average Intelligence (song)","Nate Ziller","241971","7900","2026-04-24T14:00:21.000Z","00:03:37","video","https://www.youtube.com/watch?v=7xM59VJU3fY&list=RD7xM59VJU3fY&start_radio=1","1070"
"Data Analyst Portfolio Project | SQL Data Exploration | Project 1/4","Alex The Analyst","2416326","40000","2021-05-04T11:00:31.000Z","01:17:09","video","https://www.youtube.com/watch?v=qfyynHBFOsM","4574"
"Honest Trailers | A.I. Artificial Intelligence (2001)","Screen Junkies","357367","14000","2026-06-09T17:00:34.000Z","00:08:26","video","https://www.youtube.com/watch?v=Oovq_p-WFuQ","1506"
"Learn 80% of Data Analysis in Excel in Just 12 Minutes","Kenji Explains","202038","6400","2025-01-26T19:45:00.000Z","00:12:09","video","https://www.youtube.com/watch?v=O1QfG5SXRkM","250"
"AI Agents Made Me 1K Live (Day Trading Strategy)","Austin Marcus","4538","516","2026-07-02T21:51:21.000Z","00:07:01","video","https://www.youtube.com/watch?v=o_ulpEZHCJU","0"
"WTF is Happening to Data Analyst Jobs","Sundas Khalid","29393","761","2026-04-06T14:44:01.000Z","00:06:56","video","https://www.youtube.com/watch?v=rrXIm7xhUSg","58"
"DON'T Become a Data Analyst - Do THIS Instead","Jess Ramos | Data, AI, & Tech ⚡️","2739","158","2026-06-24T09:00:29.000Z","00:10:35","video","https://www.youtube.com/watch?v=iBNtjsauYLU","17"
"26 Data Job Cheat Codes That Actually Work","Avery Smith | Data Analyst","1456","106","2026-06-23T12:00:06.000Z","00:14:42","video","https://www.youtube.com/watch?v=Tjlld8vRDBQ","4"
"NVIDIA CEO Jensen Huang's Vision for the Future","Cleo Abram","5151224","134000","2025-01-27T14:00:22.000Z","01:03:03","video","https://www.youtube.com/watch?v=7ARBJQn6QkM","5397"
"Godfather of AI WARNS: ""You Have No Idea What's Coming""","The Diary Of A CEO Clips","7049649","100000","2025-09-27T18:00:03.000Z","00:20:57","video","https://www.youtube.com/watch?v=5KmopXwjXik","16846"
"Is MS in USA Worth It in 2026 For Data Analyst? (Hard Truth)","Yudi J","98973","2700","2026-03-02T14:30:00.000Z","00:07:48","video","https://www.youtube.com/watch?v=Jv1zdGJSmo0","233"
"You’re not behind (yet): How to learn AI in 18 minutes","Dan Martell","2269833","73000","2026-03-05T14:00:01.000Z","00:17:48","video","https://www.youtube.com/watch?v=0Tch0N5nsRU","1781"
"An AI Expert Warning: 6 People Are (Quietly) Deciding Humanity’s Future!","The Diary Of A CEO","3588883","62000","2025-12-04T08:00:38.000Z","02:04:06","video","https://www.youtube.com/watch?v=P7Y-fynYsgE","10415"
"Microsoft Admits it was Wrong About AI","The Infographics Show","414081","10000","2026-07-03T20:11:13.000Z","00:14:31","video","https://www.youtube.com/watch?v=towF0_V7oHw","1715"
"Artificial Intelligence (Official Video)","Tom Cardy","2769162","95000","2021-08-05T21:36:52.000Z","00:04:01","video","https://www.youtube.com/watch?v=uTl8ZYImjBQ&list=RDuTl8ZYImjBQ&start_radio=1","3555"
"MIT Explains the 12 Possible Endings for AI","Species | Documenting AGI","6362310","128000","2026-03-29T15:21:29.000Z","00:35:44","video","https://www.youtube.com/watch?v=FLcrvMfHUJM","18010"
"The Rise and Reckoning of AI | 2026 Isaac Asimov Memorial Debate","American Museum of Natural History","402436","9600","2026-03-21T13:01:09.000Z","01:39:03","video","https://www.youtube.com/watch?v=eYUYdpG4UT8","2242"
"Eye-Opening Look at How Fast Artificial Intelligence is Advancing","TODAY","425092","3600","2025-10-21T13:32:18.000Z","00:02:24","video","https://www.youtube.com/watch?v=dDlGExTChI0","954"
"Artificial Intelligence","Hardcor-e - Topic","1606590","26000","2016-08-25T01:35:19.000Z","00:04:00","video","https://www.youtube.com/watch?v=9gpvus-fPyo&list=RD9gpvus-fPyo&start_radio=1","0"
"How to Stop AI from Killing Your Critical Thinking | Advait Sarkar | TED","TED","620840","18000","2025-12-28T16:00:11.000Z","00:14:55","video","https://www.youtube.com/watch?v=3lPnN8omdPA","501"
"The Worst Case Scenario for AI","JRE Clips","2435439","28000","2025-07-03T17:01:01.000Z","00:15:13","video","https://www.youtube.com/watch?v=bjnUJq5OONM","6062"
"The Uncomfortable Truth About AI “Reasoning” | World Science Festival","World Science Festival","411199","8600","2026-05-15T23:00:07.000Z","01:26:16","video","https://www.youtube.com/watch?v=iFYF_e1GSGI","1958"
"Stanford CS229 I Machine Learning I Building Large Language Models (LLMs)","Stanford Online","2320799","61000","2024-08-27T22:02:57.000Z","01:44:31","video","https://www.youtube.com/watch?v=9vM4p9NN0Ts","502"
"The AI Future No One Wants to Talk About","Sabine Hossenfelder","348332","20000","2026-06-24T15:00:29.000Z","00:12:13","video","https://www.youtube.com/watch?v=zWQe2Fn--Eg","3735"
"AI: What Could Go Wrong? with Geoffrey Hinton | The Weekly Show with Jon Stewart","The Weekly Show with Jon Stewart","1122811","27000","2025-10-09T18:04:12.000Z","01:38:20","video","https://www.youtube.com/watch?v=jrK3PsD3APk","3432"
"""Godfather of AI"" Geoffrey Hinton: The 60 Minutes Interview","60 Minutes","4302789","55000","2023-10-09T12:03:13.000Z","00:13:12","video","https://www.youtube.com/watch?v=qrvK_KuIeJk","4176"
"AI Whistleblower WARNS: ""You Have No Idea What's Coming In 2026""","AI Upload","498197","16000","2026-04-04T22:11:20.000Z","00:23:14","video","https://www.youtube.com/watch?v=SNyi4eNyPCc","4243"
"Viral essay urges people to prepare for rapid advancements in artificial intelligence","CBS News","146234","2600","2026-02-14T00:21:02.000Z","00:07:08","video","https://www.youtube.com/watch?v=g8u0SlzVKAE","828"
"ML Foundations for AI Engineers (in 34 Minutes)","Shaw Talebi","428572","14000","2025-05-11T15:00:27.000Z","00:34:50","video","https://www.youtube.com/watch?v=BUTjcAjfMgY","231"
"Faith, Dignity, and Human Flourishing: Hearing God’s Voice in an Age of Artificial Intelligence","The Church of Jesus Christ of Latter-day Saints","345887","15000","2026-06-07T13:45:36.000Z","00:59:18","video","https://www.youtube.com/watch?v=Ts5Z64A0Vv4","1002"
"Artificial Intelligence Out of Control: The Apocalypse is Here | How AI and ChatGPT End Humanity","The Why Files","4910389","193000","2023-07-07T01:00:11.000Z","00:43:47","video","https://www.youtube.com/watch?v=brQLpTnDwyg","19742"
"Artificial Intelligence","MIKE DEAN","908802","13000","2023-04-29T04:01:20.000Z","00:02:55","video","https://www.youtube.com/watch?v=qD-o2lDQwa8&list=RDqD-o2lDQwa8&start_radio=1","208"
"Artificial Utopia? The Future of Humanity in an AI World | World Science Festival","World Science Festival","150256","2700","2026-04-17T23:00:06.000Z","01:22:25","video","https://www.youtube.com/watch?v=BS4y-_KMyF4","679"
"Anthropic's CEO raises concerns over rapidly developing AI technology","ABC News","32037","290","2026-06-11T00:16:14.000Z","00:02:06","video","https://www.youtube.com/watch?v=C9Rnt3FKaIY","130"
"What if AI Takes Over The World? | How AI Robot Works? | Artificial Intelligence | Dr. Binocs Show","Peekaboo Kidz","1682789","5700","2025-07-04T12:30:53.000Z","00:05:49","video","https://www.youtube.com/watch?v=gMicQCf3UXE","0"
"Meet Booster T2 The Next Generation Artificial Intelligence Robot","DPCcars","16378","73","2026-07-10T16:11:37.000Z","00:01:43","video","https://www.youtube.com/watch?v=00xSigOvgN0","62"
"Cuco - Artificial Intelligence (Official Lyric Video)","Cuco","193019","5500","2023-07-25T20:00:03.000Z","00:04:21","video","https://www.youtube.com/watch?v=BOtFZbusEQQ&list=RDBOtFZbusEQQ&start_radio=1","229"
"What is Artificial Intelligence? In 5 minutes.(Part 2 link in Description)","Dr. Raj Ramesh","2040510","34000","2017-08-13T15:47:59.000Z","00:05:27","video","https://www.youtube.com/watch?v=2ePf9rue1Ao","1279"
"Steven Spielberg Talks Artificial Intelligence with Stephen Colbert","The Late Show with Stephen Colbert","111352","2400","2023-03-07T18:56:02.000Z","00:03:37","video","https://www.youtube.com/watch?v=tSoCtw5vNS0","236"
"The Hardest Problem AI Ever Solved, with Google DeepMind CEO","Cleo Abram","1622511","44000","2026-04-07T13:09:02.000Z","01:05:11","video","https://www.youtube.com/watch?v=C0gErQtnNFE&t=2064s","2102"
"Ultimate Data Analyst Bootcamp [24 Hours!] for FREE | SQL, Excel, Tableau, Power BI, Python, Azure","Alex The Analyst","1219441","43000","2024-12-10T05:00:49.000Z","23:32:48","video","https://www.youtube.com/watch?v=wQQR60KtnFY","1452"
"What is artificial intelligence? | The Royal Society","The Royal Society","206932","1300","2018-11-28T13:39:58.000Z","00:02:31","video","https://www.youtube.com/watch?v=nASDYRkbQIY","36"
,,,,,,,"https://www.youtube.com/watch?v=KzVS25P3F1k",
"7 AI Terms You Need to Know: Agents, RAG, ASI & More","IBM Technology","1214080","27000","2025-09-01T11:00:52.000Z","00:11:04","video","https://www.youtube.com/watch?v=VSFuqMh4hus","812"
"AI does to us what American Cheese did to food","Opus 23","139781","13000","2026-05-16T14:00:02.000Z","00:38:53","video","https://www.youtube.com/watch?v=1CbmC2aWhjY","2189"
"What is Artificial Intelligence Exactly?","ColdFusion","2186805","34000","2016-07-19T18:13:41.000Z","00:09:21","video","https://www.youtube.com/watch?v=kWmX3pd1f10","1038"
"How ChatGPT Slowly Destroys Your Brain","Justin Sung","1001612","47000","2025-08-03T00:27:19.000Z","00:17:20","video","https://www.youtube.com/watch?v=6sJ50Ybp44I","4284"
"What is AI - Artificial Intelligence in Telugu | Future of AI | TeluguBadi","Telugu badi (తెలుగుబడి)","1536904","55000","2018-07-29T01:05:47.000Z","00:11:11","video","https://www.youtube.com/watch?v=1PJsZwpwZ7k","2643"
"The Entire History of Artificial Intelligence (Last 100 Years)","Putchuon - ""Put You On""","243863","5700","2024-05-30T13:41:56.000Z","00:22:38","video","https://www.youtube.com/watch?v=mSd9nmPM7Vg","392"
"The Thinking Game | Full documentary | Tribeca Film Festival official selection","Google DeepMind","441535195","264000","2025-11-25T15:44:20.000Z","01:24:07","video","https://www.youtube.com/watch?v=d95J8yzvjbQ","5140"
"Godfather of AI: They Keep Silencing Me But I’m Trying to Warn Them!","The Diary Of A CEO","13642836","295000","2025-06-16T07:00:44.000Z","01:30:07","video","https://www.youtube.com/watch?v=giT0ytynSqg&t=2567s","31507"
"You’re Not Behind (Yet): How to Learn AI in 29 Minutes","Futurepedia","1022613","25000","2025-07-31T18:50:11.000Z","00:28:59","video","https://www.youtube.com/watch?v=9c7zh2MkslY","1059"
"How to Day Trade with AI Agents (Full Trading Bot Tutorial)","Merel Dumont","6031","1500","2026-06-20T20:44:51.000Z","00:07:30","video","https://www.youtube.com/watch?v=YZ6ZseS06KY","3"
"A.I.: Artificial Intelligence (2001) - Dinner Malfunction | Movieclips","Movieclips","4388894","25000","2025-02-26T15:01:15.000Z","00:02:45","video","https://www.youtube.com/watch?v=ofzIdn6PeSc","1545"
"Journalist Karen Hao on Sam Altman, OpenAI & the “Quasi-Religious” Push for Artificial Intelligence","Democracy Now!","131584","4600","2026-07-03T15:45:16.000Z","00:35:45","video","https://www.youtube.com/watch?v=j721VYEClz0","496"
"The Next Phase of Artificial Intelligence","Bloomberg Television","33359","492","2026-05-22T16:32:31.000Z","00:14:02","video","https://www.youtube.com/watch?v=zJ0V9gvK5FU","76"
"How worrying is the rapid expansion of artificial intelligence? | Inside Story","Al Jazeera English","39837","477","2026-02-17T17:45:02.000Z","00:26:45","video","https://www.youtube.com/watch?v=QdjGpLbePPU","98"
"AI expert worries about the risk of humans losing control | Four Corners","ABC News In-depth","116298","2400","2026-07-06T09:06:32.000Z","00:15:06","video","https://www.youtube.com/watch?v=gYORRh377Gw","126"
"There's No More Data Analyst Jobs…Now What?","Kedeisha Bryan - Your Data Career Coach","100073","4100","2025-07-15T13:26:19.000Z","00:08:04","video","https://www.youtube.com/watch?v=_8GBpihMjfI","173"
"Artificial Intelligence: 'What we do with it is now up to all of us' - UN Chief | United Nations","United Nations","1770","86","2026-07-04T12:00:26.000Z","00:59:54","video","https://www.youtube.com/watch?v=PTlTEB-PCl4","60"
"The singularity is near: Google unveils next phase of AI","ABC News","308644","4100","2026-05-23T03:55:00.000Z","00:05:05","video","https://www.youtube.com/watch?v=zvJ5KfNjOCk","953"
"But what is a neural network? | Deep learning chapter 1","3Blue1Brown","23662663","552000","2017-10-05T15:11:25.000Z","00:18:40","video","https://www.youtube.com/watch?v=aircAruvnKk","9168"
"Why AI Researchers Are Quitting and Panicking on the Way Out & Other Stories","The Infographics Show","650759","12000","2026-05-27T03:44:22.000Z","02:56:10","video","https://www.youtube.com/watch?v=7Wz4UjVEpJk","2235"
"Apple Has Failed At Artificial Intelligence. Again.","Apple Explained","144357","6400","2026-02-09T06:04:25.000Z","00:20:46","video","https://www.youtube.com/watch?v=qRLvC0kd2jk","1276"
"Pope Leo issues new warning on artificial intelligence","NBC News","35606","491","2026-05-25T23:09:55.000Z","00:01:52","video","https://www.youtube.com/watch?v=ny7FpTjm9E0","218"
"The Co-Founders of Claude AI Tell Oprah About the Impact Artificial Intelligence Has on Your Life","Oprah","2849856","4700","2026-05-19T09:01:06.000Z","01:06:15","video","https://www.youtube.com/watch?v=w5dJqHilu5s","0"
"What is Artificial Intelligence? | ChatGPT | The Dr Binocs Show | Peekaboo Kidz","Peekaboo Kidz","2572446","14000","2023-01-13T12:30:25.000Z","00:05:42","video","https://www.youtube.com/watch?v=ttIOdAdQaUE","0"
"What Is Artificial Intelligence? Crash Course AI #1","CrashCourse","928136","20000","2019-08-09T20:44:25.000Z","00:11:45","video","https://www.youtube.com/watch?v=a0_lo_GDcFw","576"
"We're Not Ready for Superintelligence","AI In Context","10926555","416000","2025-07-09T16:03:16.000Z","00:34:11","video","https://www.youtube.com/watch?v=5KVDDfAkRgc","39560"
"AI Complete OneShot Course for Beginners | Learn AI & ML Fundamentals from Scratch","Apna College","3576912","95000","2025-10-13T17:14:11.000Z","01:06:25","video","https://www.youtube.com/watch?v=D1eL1EnxXXQ","2381"
"The CRASH of Data Analyst Jobs...How To ACTUALLY Get Hired in 2026","Jess Ramos | Data, AI, & Tech ⚡️","7396","303","2025-10-12T07:21:50.000Z","00:12:34","video","https://www.youtube.com/watch?v=-lnH8DnPz3Y","33"
"The Business Metrics Framework to Be a Data Analyst ASAP","Christine Jiang","23604","1200","2025-10-09T13:00:12.000Z","00:14:12","video","https://www.youtube.com/watch?v=5VCFJiz7Xec","49"
"AI 2027: A Realistic Scenario of AI Takeover","Species | Documenting AGI","4537625","130000","2025-05-28T20:53:33.000Z","00:37:45","video","https://www.youtube.com/watch?v=k_onqn68GHY","19954"
"Data Analyst Roadmap Explained | No Tech Degree Jobs| S3 EP 6","Lifereset with Boni ","33841","1000","2024-05-08T13:00:07.000Z","00:22:51","video","https://www.youtube.com/watch?v=LyAfGAAqSpc","152"
"Advice for machine learning beginners | Andrej Karpathy and Lex Fridman","Lex Clips","1166487","35000","2022-10-31T20:00:04.000Z","00:05:47","video","https://www.youtube.com/watch?v=I2ZK3ngNvvI","707"
"How artificial intelligence is reshaping college for students and professors","PBS NewsHour","1438499","13000","2025-11-25T23:49:17.000Z","00:09:57","video","https://www.youtube.com/watch?v=rbCQKODKv1o","0"
"The Brutal TRUTH About Data Analyst Job Market in 2026","Jess Ramos | Data, AI, & Tech ⚡️","136489","4000","2026-01-09T20:08:18.000Z","00:09:54","video","https://www.youtube.com/watch?v=zhQXO3_48SA","213"
"Machine Learning: Solving Problems Big, Small, and Prickly","Google","725027","8500","2016-12-12T21:46:37.000Z","00:05:19","video","https://www.youtube.com/watch?v=_rdINNHLYaQ","466"
"I Built a Data Analyst in n8n (here's what happened)","Rohan Adus","17613","493","2025-08-12T04:00:36.000Z","00:11:34","video","https://www.youtube.com/watch?v=OcnPu_MTJJQ","26"
"How I'd Become a Data Analyst (If I had to Start Over) | Exact Step-by-Step Plan","Tech Classes","247443","9300","2025-09-14T06:42:55.000Z","00:14:30","video","https://www.youtube.com/watch?v=PxjuBgAUSp8","443"
"Excel Data Analysis Full Course Tutorial (7+ Hours)","Learn Skills Daily","2077291","51000","2024-05-31T16:30:07.000Z","07:11:22","video","https://www.youtube.com/watch?v=qrbf9DtR3_c","1108"
"The Data Analyst Who SILENCED Candace Owens With The Truth!","The Story Box","16008","1900","2026-07-13T05:30:27.000Z","00:21:00","video","https://www.youtube.com/watch?v=2T61TSd3W-s","337"
"How to prepare for a Data Analyst Entry Level Job - 2026 Roadmap","Mo Chen","22931","1100","2026-01-05T14:01:06.000Z","00:09:46","video","https://www.youtube.com/watch?v=bz3dOllzhN4","60"
"Supervised Learning | Classification and Regression | Machine Learning Tutorial | Tutorialspoint","TutorialsPoint","60675","0","2024-01-17T10:30:14.000Z","00:04:57","video","https://www.youtube.com/watch?v=SrZ6vifbmdc","21"
"Generative vs Agentic AI: Shaping the Future of AI Collaboration","IBM Technology","1261248","16000","2025-04-21T11:00:32.000Z","00:07:18","video","https://www.youtube.com/watch?v=EDb37y_MhRw","520"
"Lec-2: Supervised Learning Algorithms | Machine Learning","Gate Smashers","597286","9800","2023-08-25T06:19:49.000Z","00:08:50","video","https://www.youtube.com/watch?v=LKlOH8OLLcw","106"
"Introduction To Machine Learning Algorithms In Hindi","Krish Naik Hindi","541203","6300","2022-02-02T04:30:16.000Z","00:18:59","video","https://www.youtube.com/watch?v=7uwa9aPbBRU","129"
"Lec 01. Introduction to Deep Learning","MIT OpenCourseWare","430458","13000","2026-02-11T14:39:47.000Z","01:00:51","video","https://www.youtube.com/watch?v=6FkRvTtUc-o","234"
"Machine Learning Fundamentals: The Confusion Matrix","StatQuest with Josh Starmer","957475","21000","2018-10-29T14:00:01.000Z","00:07:12","video","https://www.youtube.com/watch?v=Kdsp6soqA7o","753"
"Machine Learning Full Course | Beginner to Advanced (FREE) 2026","The iScale","94370","2900","2026-02-06T11:12:46.000Z","05:27:36","video","https://www.youtube.com/watch?v=hR-tMLTMw0s","309"
"What is Machine Learning?","LearnFree","118918","947","2018-02-22T16:18:06.000Z","00:02:02","video","https://www.youtube.com/watch?v=QghjaS0WQQU","11"
"How I Would Learn Machine Learning (If I Could Start Over)","Sreemanti Dey","60963","3700","2025-12-06T19:28:48.000Z","00:08:51","video","https://www.youtube.com/watch?v=414bAWiKl38","326"
"Machine Learning Fundamentals: Cross Validation","StatQuest with Josh Starmer","1469024","41000","2018-04-24T18:37:54.000Z","00:06:04","video","https://www.youtube.com/watch?v=fSytzGwwBVw","1720"
