title,channelName,viewCount,likes,date,duration,type,url,commentsCount,upload_year,upload_month,upload_day,upload_hour,engagement_rate,like_ratio,comment_ratio,popularity_score
We Asked 5 AI Pioneers What Happens Next — Here’s What They Said | AI Architects,Business Insider,189323.0,3100.0,2026-04-03 13:00:00+00:00,00:36:39,video,https://www.youtube.com/watch?v=6_aKBUfY2Yc,473.0,2026,April,Friday,13,1.8872508886928687,1.6374133095292172,0.2498375791636515,95686.1
Data Analyst Roadmap 2026 | Land Your First Data Analytics Job,PW Medharthi,47993.0,2000.0,2026-06-12 06:19:18+00:00,00:10:55,video,https://www.youtube.com/watch?v=gN5Fdkcyfug,90.0,2026,June,Friday,6,4.354801741920697,4.167274394182485,0.1875273477382118,24614.5
"AI, Machine Learning, Deep Learning and Generative AI Explained",IBM Technology,3324481.0,74000.0,2024-08-05 11:00:52+00:00,00:10:00,video,https://www.youtube.com/watch?v=qYNweeDHiyU,2161.0,2024,August,Monday,11,2.2909139802573693,2.2259113527795766,0.06500262747779278,1684872.7
Data Analyst Roadmap,TechStoriesOfSrinidhi,86821.0,3600.0,2025-11-12 12:31:31+00:00,00:11:09,video,https://www.youtube.com/watch?v=za0xrX1toTA,218.0,2025,November,Wednesday,12,4.397553587265754,4.146462261434445,0.2510913258313081,44534.1
Why AI Researchers Are Quitting and Panicking on the Way Out,The Infographics Show,1526675.0,26000.0,2026-03-17 00:11:00+00:00,00:14:48,video,https://www.youtube.com/watch?v=rtT87iAm_SM,3367.0,2026,March,Tuesday,0,1.9235921201303487,1.7030474724482947,0.22054464768205412,771810.9
Most People Learning Data Analytics Are Wasting Their Time (Here’s Why),Esther Chinenye Anagu,57617.0,2100.0,2026-01-27 07:00:29+00:00,00:10:38,video,https://www.youtube.com/watch?v=ejKxJOnnAlI,430.0,2026,January,Tuesday,7,4.391065137025531,3.6447576236180295,0.7463075134075012,29524.5
Data Analyst Career in 2026: The Truth No One Tells You | Ft. Satish Dhawale,Rajat jain,20359.0,635.0,2026-06-30 15:30:06+00:00,00:31:18,video,https://www.youtube.com/watch?v=_pfXEE15u6Y,100.0,2026,June,Tuesday,15,3.6101969644874505,3.1190137040129673,0.491183260474483,10390.0
Learn SQL Beginner to Advanced in Under 4 Hours,Alex The Analyst,1637110.0,30000.0,2024-10-08 12:00:27+00:00,04:04:58,video,https://www.youtube.com/watch?v=OT1RErkfLNQ&t=9766s,1073.0,2024,October,Tuesday,12,1.8980398384958859,1.8324975108575479,0.0655423276383383,827769.6
FREE Data Analyst Bootcamp!!,Alex The Analyst,2849916.0,60000.0,2023-02-07 12:30:11+00:00,00:06:52,video,https://www.youtube.com/watch?v=rGx1QNdYzvs,2564.0,2023,February,Tuesday,12,2.1952927735413956,2.1053252095851245,0.089967563956271,1443470.8
Should You Become a Data Analyst in 2026?,Sahil Gogna,49257.0,1900.0,2026-01-12 14:01:29+00:00,00:14:46,video,https://www.youtube.com/watch?v=o5yN7BbOukE,144.0,2026,January,Monday,14,4.1496640071461925,3.857319771809083,0.29234423533710946,25227.3
Do This To Get FIRST DATA ANALYST JOB!,Top VarSity,10476.0,527.0,2026-06-24 13:00:38+00:00,00:11:44,video,https://www.youtube.com/watch?v=Lo1_qIYLlTI,66.0,2026,June,Wednesday,13,5.660557464681176,5.030546009927453,0.6300114547537228,5409.3
Data Analyst vs Data Scientist vs Data Engineer | Difference Explained,Apna College,1221468.0,38000.0,2024-01-13 15:03:11+00:00,00:13:29,video,https://www.youtube.com/watch?v=bno03RUhMIY,1362.0,2024,January,Saturday,15,3.2225158579676254,3.1110106855030177,0.11150517246460816,622406.4
The ONLY 5 Skills Every Data Analyst Needs in 2026,Data Logic With Shivam,21934.0,1200.0,2026-06-15 10:30:54+00:00,00:19:22,video,https://www.youtube.com/watch?v=QPaVXiDpdTo,240.0,2026,June,Monday,10,6.565149995440868,5.470958329534057,1.0941916659068114,11375.0
"Machine Learning Explained: A Guide to ML, AI, & Deep Learning",IBM Technology,89064.0,2200.0,2025-10-20 11:01:58+00:00,00:10:39,video,https://www.youtube.com/watch?v=znF2U_3Z210,53.0,2025,October,Monday,11,2.529641606036109,2.4701338363424052,0.05950776969370341,45202.6
"Data Analysis with ChatGPT (in 4 steps), AI replacing analysts?🧐, my new life in Vietnam🤍",Lillian Chiu,257947.0,7900.0,2025-07-31 12:08:33+00:00,00:10:59,video,https://www.youtube.com/watch?v=uKNQTgCXdRM,137.0,2025,July,Thursday,12,3.115756337542208,3.0626446518083172,0.053111685733891065,131370.9
Python Machine Learning Tutorial (Data Science),Programming with Mosh,3594627.0,78000.0,2020-09-17 13:00:03+00:00,00:49:43,video,https://www.youtube.com/watch?v=7eh4d6sabA0,2033.0,2020,September,Thursday,13,2.2264618832496392,2.169905250252669,0.0565566329969702,1821120.1
All Machine Learning Concepts Explained in 22 Minutes,Infinite Codes,490879.0,18000.0,2024-11-27 21:26:58+00:00,00:22:22,video,https://www.youtube.com/watch?v=Fa_V9fP2tpU,188.0,2024,November,Wednesday,21,3.705190077391781,3.6668914335304628,0.03829864386131817,250877.1
Complete Machine Learning In 6 Hours| Krish Naik,Krish Naik,2038075.0,32000.0,2022-05-28 04:37:31+00:00,06:37:52,video,https://www.youtube.com/watch?v=JxgmHe2NyeY,801.0,2022,May,Saturday,4,1.6094108411123242,1.5701090489800422,0.03930179213228169,1028797.7
The Most Important Algorithm in Machine Learning,Artem Kirsanov,1099657.0,42000.0,2024-04-01 03:23:54+00:00,00:40:08,video,https://www.youtube.com/watch?v=SmZmBKc7Lrs,803.0,2024,April,Monday,3,3.8923955378813573,3.8193727680540386,0.07302276982731888,562589.1
The People Who Built AI Can't Explain It,CGP Grey,12373816.0,663000.0,2017-12-18 14:39:33+00:00,00:08:54,video,https://www.youtube.com/watch?v=R9OHn5ZF4Uo,22357.0,2017,December,Monday,14,5.538768315287701,5.358088402155002,0.18067991313269893,6390279.4
"#1 Machine Learning Specialization [Course 1, Week 1, Lesson 1]",DeepLearningAI,936545.0,8300.0,2022-12-01 13:20:48+00:00,00:02:45,video,https://www.youtube.com/watch?v=vStJoetOxJg,99.0,2022,December,Thursday,13,0.8968068806090471,0.8862361125199537,0.010570768089093423,470782.3
Machine Learning Full Course | Learn Machine Learning | Machine Learning Tutorial | Simplilearn,Simplilearn,1009894.0,19000.0,2019-08-30 05:30:00+00:00,06:21:33,video,https://www.youtube.com/watch?v=9f-GarcDY58,4619.0,2019,August,Friday,5,2.3387603055370167,1.8813855711589536,0.4573747343780635,511570.8
Computer Scientist Explains Machine Learning in 5 Levels of Difficulty | WIRED,WIRED,2507891.0,70000.0,2021-08-18 16:00:08+00:00,00:26:08,video,https://www.youtube.com/watch?v=5q87K1WaoFI,2198.0,2021,August,Wednesday,16,2.878833250727404,2.791189888236769,0.08764336249063455,1275385.1
Stanford CS229 Machine Learning I Introduction I 2022 I Lecture 1,Stanford Online,389000.0,4800.0,2023-08-01 14:00:11+00:00,01:18:42,video,https://www.youtube.com/watch?v=Bl4Feh_Mjvo,103.0,2023,August,Tuesday,14,1.2604113110539847,1.2339331619537275,0.02647814910025707,195960.6
Machine Learning Tutorial Python -1: What is Machine Learning?,codebasics,1743664.0,17000.0,2018-06-30 21:31:22+00:00,00:06:50,video,https://www.youtube.com/watch?v=gmvvaobm7eQ,284.0,2018,June,Saturday,21,0.9912460198753889,0.9749584782389268,0.01628754163646207,876988.8
Machine Learning Full Course - Learn Machine Learning 10 Hours | Machine Learning Tutorial | Edureka,edureka!,3591962.0,62000.0,2019-09-22 08:30:00+00:00,09:38:32,video,https://www.youtube.com/watch?v=GwIo3gDZCVQ,1344.0,2019,September,Sunday,8,1.7634930436346488,1.7260761667300488,0.03741687690459977,1814849.8
"What I *actually* do as a Machine Learning Engineer (salary, job, reality)",Egor Howell,173430.0,4600.0,2025-03-16 08:56:24+00:00,00:12:35,video,https://www.youtube.com/watch?v=PFbXCIMlfc8,306.0,2025,March,Sunday,8,2.8288070114743697,2.652366949201407,0.17644006227296316,88156.2
Machine Learning Fundamentals: Bias and Variance,StatQuest with Josh Starmer,1725685.0,46000.0,2018-09-17 16:00:42+00:00,00:06:36,video,https://www.youtube.com/watch?v=EuBBz3bI-aA,1619.0,2018,September,Monday,16,2.759425967079739,2.665608149807178,0.09381781727256133,876966.3
Machine Learning Roadmap 2025 - What Skills Should You Learn First?,Marina Wyss - AI & Machine Learning,65369.0,3100.0,2025-07-15 14:01:22+00:00,00:10:59,video,https://www.youtube.com/watch?v=lU12aoer3Mk,104.0,2025,July,Tuesday,14,4.9014058651654455,4.7423090455720605,0.15909681959338523,33635.3
Janani K. Jha  - Machine Learning (Official Lyric Video),Janani K. Jha,182814.0,4100.0,2022-11-04 04:00:08+00:00,00:02:38,video,https://www.youtube.com/watch?v=Y5x8xvDnLXk&list=RDY5x8xvDnLXk&start_radio=1,148.0,2022,November,Friday,4,2.323673241655453,2.2427166409574757,0.08095660069797718,92666.6
What is Machine Learning?,CodeAI,263032.0,1500.0,2020-12-01 11:00:30+00:00,00:02:53,video,https://www.youtube.com/watch?v=KHbwOetbmbs,0.0,2020,December,Tuesday,11,0.5702728185163782,0.5702728185163782,0.0,131966.0
Machine Learning with Python and Scikit-Learn – Full Course,freeCodeCamp.org,1057310.0,23000.0,2023-11-22 14:04:54+00:00,18:00:34,video,https://www.youtube.com/watch?v=hDKCxebp88A,809.0,2023,November,Wednesday,14,2.251846667486357,2.1753317380900588,0.07651492939629816,535716.8
Build your first machine learning model in Python,Data Professor,659941.0,16000.0,2022-05-27 15:15:52+00:00,00:30:57,video,https://www.youtube.com/watch?v=29ZQ3TDGgRQ,559.0,2022,May,Friday,15,2.5091636979669394,2.4244591561972966,0.08470454176964304,334882.3
Machine Learning Tutorial | Machine Learning Basics | Machine Learning Algorithms | Simplilearn,Simplilearn,295012.0,3700.0,2018-02-13 15:31:39+00:00,00:34:52,video,https://www.youtube.com/watch?v=G7fPB4OHkys,141.0,2018,February,Tuesday,15,1.30198093636869,1.2541862703890012,0.04779466597968896,148644.2
Learn Machine Learning Like a GENIUS and Not Waste Time,Sahil & Sarra,376321.0,16000.0,2025-11-23 13:30:06+00:00,00:10:33,video,https://www.youtube.com/watch?v=2wTRQqoDM1A,334.0,2025,November,Sunday,13,4.340443398056446,4.25168938220296,0.08875401585348679,193027.3
Machine Learning in 2024 – Beginner's Course,freeCodeCamp.org,422942.0,10000.0,2024-02-29 15:28:50+00:00,04:19:32,video,https://www.youtube.com/watch?v=bmmQA8A-yUA,200.0,2024,February,Thursday,15,2.4116781970104646,2.364390389225946,0.047287807784518916,214511.0
Scikit-learn Crash Course - Machine Learning Library for Python,freeCodeCamp.org,723713.0,15000.0,2021-04-07 15:20:39+00:00,02:09:22,video,https://www.youtube.com/watch?v=0B5eIE_1vpU,338.0,2021,April,Wednesday,15,2.1193484157393883,2.072644819147922,0.04670359659146651,366424.1
Large Language Models explained briefly,3Blue1Brown,6876654.0,190000.0,2024-11-20 15:07:15+00:00,00:07:58,video,https://www.youtube.com/watch?v=LPZh9BOjkQs,2685.0,2024,November,Wednesday,15,2.802016794795841,2.7629716428949314,0.039045151900909944,3495864.0
Lecture 1 | Machine Learning (Stanford),Stanford,2659547.0,16000.0,2008-07-23 01:58:21+00:00,01:08:40,video,https://www.youtube.com/watch?v=UzxYlbK2c7E,766.0,2008,July,Wednesday,1,0.6304081108549688,0.6016062133889719,0.028801897465997026,1334726.7
Stanford CS229: Machine Learning - Linear Regression and Gradient Descent |  Lecture 2 (Autumn 2018),Stanford Online,2016977.0,21000.0,2020-04-17 20:08:06+00:00,01:18:17,video,https://www.youtube.com/watch?v=4b4MUYve_U8,535.0,2020,April,Friday,20,1.0676869394147777,1.0411620955519076,0.02652484386287003,1014895.5
Stealing Baseball Signs with a Phone (Machine Learning),Mark Rober,29729991.0,453000.0,2019-06-30 17:23:23+00:00,00:13:30,video,https://www.youtube.com/watch?v=PmlRbfSavbI,13939.0,2019,June,Sunday,17,1.5705991972886908,1.5237138820526384,0.046885315236052376,15003683.3
"Gradient descent, how neural networks learn | Deep Learning Chapter 2",3Blue1Brown,9365712.0,186000.0,2017-10-16 16:48:20+00:00,00:20:33,video,https://www.youtube.com/watch?v=IHZwWFHWa-w&t=997s,3592.0,2017,October,Monday,16,2.0243202011763763,1.9859675377590085,0.03835266341736752,4739374.4
What is Machine Learning? | Machine Learning Basics | Machine Learning Tutorial | Edureka,edureka!,370590.0,4800.0,2018-03-16 14:31:00+00:00,00:17:20,video,https://www.youtube.com/watch?v=Pj0neYUp9Tc,109.0,2018,March,Friday,14,1.3246444858199087,1.295231927467012,0.029412558352896735,186756.8
Machine Learning Foundations: Welcome to the Journey,Jon Krohn,302002.0,5100.0,2020-07-09 12:00:00+00:00,00:02:38,video,https://www.youtube.com/watch?v=Qc19jQWHdL0,162.0,2020,July,Thursday,12,1.7423725670690924,1.6887305382083562,0.053642028860736025,152563.4
"Backpropagation, intuitively | Deep Learning Chapter 3",3Blue1Brown,6117606.0,106000.0,2017-11-03 14:03:37+00:00,00:12:47,video,https://www.youtube.com/watch?v=Ilg3gGewQ5U,1766.0,2017,November,Friday,14,1.761571438239076,1.7327039368014219,0.028867501437653882,3090956.2
Physics Informed Machine Learning: High Level Overview of AI and ML in Science and Engineering,Steve Brunton,362496.0,9900.0,2024-02-16 11:00:27+00:00,00:47:27,video,https://www.youtube.com/watch?v=JoFW2uSd3Uo,233.0,2024,February,Friday,11,2.7953411899717513,2.7310646186440675,0.06427657132768362,184264.6
What is Machine Learning? | 100 Days of Machine Learning,CampusX,2524144.0,27000.0,2021-03-13 16:15:53+00:00,00:20:00,video,https://www.youtube.com/watch?v=ZftI2fEz0Fw,1480.0,2021,March,Saturday,16,1.128303298068573,1.0696695592644476,0.05863373880412528,1270468.0
Machine Learning Course for Beginners,freeCodeCamp.org,2048972.0,57000.0,2021-08-30 13:23:10+00:00,09:52:19,video,https://www.youtube.com/watch?v=NWONeJKn6kc,1429.0,2021,August,Monday,13,2.8516251076149404,2.7818828173347416,0.06974229028019904,1041871.8
Types of Machine Learning for Beginners | Types of Machine learning in Hindi | Types of ML in Depth,CampusX,582722.0,12000.0,2021-03-16 13:49:16+00:00,00:27:41,video,https://www.youtube.com/watch?v=81ymPYEtFOw,344.0,2021,March,Tuesday,13,2.1183343000607495,2.0593010045956732,0.05903329546507598,295029.8
Machine Learning FULL Course with Practical (10 HOURS) | Learn Free ML in 2025 | Part-1,WsCube Tech,1975703.0,50000.0,2024-04-15 13:30:09+00:00,10:16:46,video,https://www.youtube.com/watch?v=LvC68w9JS4Y,1814.0,2024,April,Monday,13,2.622560172252611,2.530744752627293,0.09181541962531818,1003214.3
How To Learn Math for Machine Learning FAST (Even With Zero Math Background),Marina Wyss - AI & Machine Learning,231294.0,12000.0,2025-01-02 15:00:20+00:00,00:12:09,video,https://www.youtube.com/watch?v=KgolhE7p-KY,347.0,2025,January,Thursday,15,5.338227537246968,5.188202028586994,0.15002550865997388,119316.4
Machine Learning in Python | Complete Crash Course | Python | Scikit-learn | (Part-1/2),Codanics,94290.0,3200.0,2025-03-14 16:42:23+00:00,11:44:18,video,https://www.youtube.com/watch?v=hJzhyQeGSt4,393.0,2025,March,Friday,16,3.8105843673772406,3.393785130978895,0.4167992363983455,48183.6
Complete ML Machine Learning in One Shot 5 Hours | Semester Exam | Hindi,5 Minutes Engineering,379514.0,6500.0,2024-05-10 07:26:15+00:00,05:18:38,video,https://www.youtube.com/watch?v=AzblgZNoBWw,300.0,2024,May,Friday,7,1.7917652576716538,1.7127167904214338,0.07904846725022001,191767.0
"Intro to Machine Learning & Data Science (+Pandas, NumPy, Matplotlib)",Zero To Mastery,88398.0,2300.0,2023-06-13 16:47:25+00:00,10:00:29,video,https://www.youtube.com/watch?v=r67SfaiYaDI,95.0,2023,June,Tuesday,16,2.7093373153238764,2.601868820561551,0.10746849476232494,44908.0
1: Introduction to Neural Networks and Deep Learning; Training Deep NNs,MIT OpenCourseWare,322274.0,7600.0,2026-01-07 15:01:30+00:00,00:57:05,video,https://www.youtube.com/watch?v=kyQ0CRkYhy4,188.0,2026,January,Wednesday,15,2.4165771982846893,2.3582417446024193,0.05833545368227037,163454.6
Machine Learning Foundations: Ep #1 - What is ML?,Google for Developers,233977.0,4900.0,2020-05-06 16:00:26+00:00,00:15:34,video,https://www.youtube.com/watch?v=_Z9TRANg4c0,314.0,2020,May,Wednesday,16,2.228424161349192,2.094222936442471,0.1342012249067216,118521.3
All About Machine Learning & Deep Learning in 2025 🔥,CodeWithHarry,919967.0,32000.0,2023-12-01 13:30:07+00:00,00:15:20,video,https://www.youtube.com/watch?v=C6YtPJxNULA,964.0,2023,December,Friday,13,3.583172005082791,3.478385637745702,0.10478636733708926,469776.3
A.I. Artificial Intelligence International Trailer #1 (2001),kbros9698,716073.0,3000.0,2015-08-28 18:49:41+00:00,00:02:24,video,https://www.youtube.com/watch?v=oBUAQGwzGk0,383.0,2015,August,Friday,18,0.4724378659717654,0.41895169905861557,0.05348616691314992,359013.1
Part 2 - Supervised Learning | Complete Machine Learning Course for Beginners | Sheryians AI School,Sheryians AI School,207540.0,3700.0,2025-06-10 14:30:14+00:00,02:41:17,video,https://www.youtube.com/watch?v=Lb0JzFtTmBs,466.0,2025,June,Tuesday,14,2.0073238893707237,1.7827888599787993,0.22453502939192446,104973.2
Intro to Machine Learning featuring Generative AI,freeCodeCamp.org,110950.0,2700.0,2025-03-05 17:44:48+00:00,02:17:06,video,https://www.youtube.com/watch?v=tmB5JIX3Lxk,69.0,2025,March,Wednesday,17,2.4957187922487605,2.4335286164939163,0.06219017575484452,56298.8
Machine Learning Crash Course: Intro & What's New,Google for Developers,246581.0,1400.0,2024-08-19 16:00:49+00:00,00:01:54,video,https://www.youtube.com/watch?v=SAUeGtyLsrk,15.0,2024,August,Monday,16,0.5738479444888293,0.5677647507309971,0.006083193757832112,123713.5
Artificial Intelligence: Last Week Tonight with John Oliver (HBO),LastWeekTonight,11600969.0,204000.0,2023-02-27 07:30:08+00:00,00:27:52,video,https://www.youtube.com/watch?v=Sqa8Zo2XWc4,11299.0,2023,February,Monday,7,1.8558708328588758,1.758473796456141,0.09739703640273498,5863944.3
Linear Algebra - Math for Machine Learning,Weights & Biases,212976.0,5400.0,2021-01-12 16:30:56+00:00,00:41:23,video,https://www.youtube.com/watch?v=uZeDTwWcnuY,63.0,2021,January,Tuesday,16,2.565077755240027,2.535496957403651,0.02958079783637593,108120.6
Search - Lecture 0 - CS50's Introduction to Artificial Intelligence with Python 2020,CS50,956429.0,11000.0,2023-07-24 20:29:58+00:00,01:49:29,video,https://www.youtube.com/watch?v=WbzNRTTrX0g,408.0,2023,July,Monday,20,1.1927701899461436,1.1501115085385325,0.04265868140761102,481596.1
Machine Learning Full Course with Scikit‑Learn | Math + Python + AI | Sagar Chouksey,Coding With Sagar,721480.0,22000.0,2025-08-04 04:41:10+00:00,04:14:08,video,https://www.youtube.com/watch?v=ie4oGI85SAE,2551.0,2025,August,Monday,4,3.402866330321007,3.0492875755391697,0.35357875478183737,367850.2
MIT Introduction to Deep Learning | 6.S191,Alexander Amini,204067.0,4900.0,2026-03-30 14:00:06+00:00,00:56:16,video,https://www.youtube.com/watch?v=II4giR4vOOo,144.0,2026,March,Monday,14,2.471737223558929,2.401172164044162,0.07056505951476721,103532.3
Better Medicine Through Machine Learning | Suchi Saria | TEDxBoston,TEDx Talks,162337.0,2600.0,2016-10-12 19:03:56+00:00,00:17:56,video,https://www.youtube.com/watch?v=Nj2YSLPn6OY,99.0,2016,October,Wednesday,19,1.6625907833703963,1.6016065345546608,0.060984248815735165,81968.3
4 *Real* Machine Learning Projects That Get You Hired - No More Tutorials!,Marina Wyss - AI & Machine Learning,207047.0,7700.0,2025-08-26 14:00:42+00:00,00:13:05,video,https://www.youtube.com/watch?v=MFSFcPsMsuE,165.0,2025,August,Tuesday,14,3.7986544118002197,3.718962361203012,0.0796920505972074,105866.5
Supervised vs Unsupervised vs Reinforcement Learning | Machine Learning Tutorial | Simplilearn,Simplilearn,474781.0,8900.0,2020-11-20 15:30:00+00:00,00:06:27,video,https://www.youtube.com/watch?v=1FZ0A1QCMWc,83.0,2020,November,Friday,15,1.8920302202489148,1.8745484760342137,0.017481744214701094,240077.1
Complete ML Machine Learning in one shot | Semester Exam | Hindi,KnowledgeGATE by Sanchit Sir,753891.0,10000.0,2024-06-09 04:53:53+00:00,07:05:55,video,https://www.youtube.com/watch?v=2oGsCHlfBUg,927.0,2024,June,Sunday,4,1.4494137746703435,1.326451701903856,0.12296207276648746,380130.9
Machine Learning Model,Neso Academy,1651.0,66.0,2026-07-04 14:15:03+00:00,00:16:46,video,https://www.youtube.com/watch?v=YRT2zEk4m6k,9.0,2026,July,Saturday,14,4.5427013930950935,3.9975772259236826,0.5451241671714113,847.0999999999999
I Built a Neural Network from Scratch,Green Code,1222447.0,48000.0,2024-06-10 07:36:25+00:00,00:09:15,video,https://www.youtube.com/watch?v=cAkMcPfY_Ns,1038.0,2024,June,Monday,7,4.011462255623352,3.9265505989216707,0.08491165670168113,625831.1
KNN Algorithm In Machine Learning | KNN Algorithm Using Python | K Nearest Neighbor | Simplilearn,Simplilearn,661630.0,9100.0,2018-06-06 13:30:53+00:00,00:27:42,video,https://www.youtube.com/watch?v=4HKqjENq9OU,929.0,2018,June,Wednesday,13,1.515801883227786,1.3753910796064266,0.14041080362135938,333730.8
Supervised Learning | Unsupervised Learning | Machine Learning Tutorial | 2026 | Simplilearn,Simplilearn,266844.0,4000.0,2018-09-11 16:00:52+00:00,00:09:39,video,https://www.youtube.com/watch?v=kE5QZ8G_78c,134.0,2018,September,Tuesday,16,1.5492197688537122,1.4990031628966738,0.05021660595703857,134648.8
AI has hacked the code of human civilization | Yuval Noah Harari,Yuval Noah Harari ,699601.0,21000.0,2026-06-30 15:23:59+00:00,00:46:52,video,https://www.youtube.com/watch?v=hBtVGwuJzpk,2472.0,2026,June,Tuesday,15,3.3550552386288754,3.001710975255896,0.35334426337297975,356594.9
What Is an AI Anyway? | Mustafa Suleyman | TED,TED,2816228.0,43000.0,2024-04-22 17:24:11+00:00,00:22:02,video,https://www.youtube.com/watch?v=KKNCiRWd_j0,3725.0,2024,April,Monday,17,1.6591341326057405,1.5268650123498524,0.13226912025588838,1421759.0
Machine Learning Crash Course: Classification,Google for Developers,84491.0,586.0,2024-08-26 16:14:27+00:00,00:02:18,video,https://www.youtube.com/watch?v=QM0sYbEQSkM,15.0,2024,August,Monday,16,0.7113183652696737,0.6935649950882343,0.01775337018143944,42424.3
AI and Machine Learning Full Course 2026 | AI & Machine Learning Tutorial For Beginners |Simplilearn,Simplilearn,60651.0,1500.0,2026-02-21 16:30:18+00:00,23:27:07,video,https://www.youtube.com/watch?v=MsVujBISof8,34.0,2026,February,Saturday,16,2.5292245799739494,2.473166147301776,0.056058432672173586,30782.3
661: Designing Machine Learning Systems — with Chip Huyen,Super Data Science: ML & AI Podcast with Jon Krohn,139805.0,661.0,2023-03-14 12:00:30+00:00,01:15:01,video,https://www.youtube.com/watch?v=RUIcLaXGGcU,23.0,2023,March,Tuesday,12,0.48925288795107474,0.47280140195271986,0.016451485998354852,70105.40000000001
A.I.: Artificial Intelligence (2001) - Robot Graveyard | Movieclips,Movieclips,316379.0,2300.0,2025-02-26 17:00:50+00:00,00:02:33,video,https://www.youtube.com/watch?v=_WzHYCZn86U,188.0,2025,February,Wednesday,17,0.7863985915626511,0.7269761899493962,0.05942240161325499,158917.1
AZ-900 Episode 16 | Azure Artificial Intelligence (AI) Services | Machine Learning Studio & Service,Adam Marczak - Azure for Everyone,262720.0,4200.0,2020-09-21 14:00:01+00:00,00:08:09,video,https://www.youtube.com/watch?v=8aMzR8iaB9s,84.0,2020,September,Monday,14,1.6306333739342267,1.5986601705237513,0.03197320341047503,132636.8
Detailed Roadmap for Machine Learning | Free Study Resources | Simply Explained,Apna College,1606686.0,58000.0,2021-06-07 16:56:35+00:00,00:14:59,video,https://www.youtube.com/watch?v=1vsmaEfbnoE,1294.0,2021,June,Monday,16,3.690453517364314,3.609915067412052,0.08053844995226198,821001.8
How I'd learn ML in 2025 (if I could start over),Boris Meinardus,854104.0,38000.0,2024-12-27 14:15:06+00:00,00:16:24,video,https://www.youtube.com/watch?v=_xIwjmCH6D4,435.0,2024,December,Friday,14,4.500037466163371,4.449106900330639,0.05093056583273232,438539.0
Lecture 9 - Decision Trees and Ensemble Methods | Stanford CS229: Machine Learning (Autumn 2018),Stanford Online,253916.0,2700.0,2020-04-17 20:10:41+00:00,01:20:41,video,https://www.youtube.com/watch?v=wr9gUr-eWdA,82.0,2020,April,Friday,20,1.095637927503584,1.0633437829833488,0.03229414452023504,127784.4
Is AI Hiding Its Full Power? With Geoffrey Hinton,StarTalk,2768043.0,58000.0,2026-02-28 17:01:12+00:00,01:33:33,video,https://www.youtube.com/watch?v=l6ZcFa8pybE,7004.0,2026,February,Saturday,17,2.3483739233819705,2.095343172053324,0.2530307513286463,1402822.3
"Transformers, the tech behind LLMs | Deep Learning Chapter 5",3Blue1Brown,10702136.0,230000.0,2024-04-01 19:13:57+00:00,00:27:14,video,https://www.youtube.com/watch?v=wjZofJX0v4M,4095.0,2024,April,Monday,19,2.187367082608556,2.1491036929450344,0.03826338966352137,5420887.0
Part 3 - Supervised Learning| Classification Algorithms for Beginners | Sheryians AI School,Sheryians AI School,170224.0,2500.0,2025-06-17 14:01:26+00:00,03:39:37,video,https://www.youtube.com/watch?v=omGvjpmPDoY,469.0,2025,June,Tuesday,14,1.7441723846226147,1.4686530688974528,0.27551931572516214,85955.8
A.I. ‐ Humanity's Final Invention?,Kurzgesagt – In a Nutshell,12075471.0,314000.0,2024-08-06 14:00:09+00:00,00:16:43,video,https://www.youtube.com/watch?v=fa8k8IQ1_X0,21492.0,2024,August,Tuesday,14,2.7782932856200806,2.6003126503305753,0.17798063528950547,6136233.9
Harvard CS50’s Artificial Intelligence with Python – Full University Course,freeCodeCamp.org,4783127.0,129000.0,2023-08-10 14:17:52+00:00,11:51:22,video,https://www.youtube.com/watch?v=5NgNicANyqM,1870.0,2023,August,Thursday,14,2.73607621123169,2.69698044814616,0.03909576308552961,2430637.5
Machine Learning Roadmap🚀 By Neeraj Walia,ezCommit,114500.0,3400.0,2025-02-17 16:36:04+00:00,00:02:57,video,https://www.youtube.com/watch?v=ORK_e_x1E1c,81.0,2025,February,Monday,16,3.040174672489083,2.96943231441048,0.07074235807860263,58286.2
How China Is Using Artificial Intelligence in Classrooms | WSJ,The Wall Street Journal,4536484.0,84000.0,2019-10-01 17:20:56+00:00,00:05:43,video,https://www.youtube.com/watch?v=JMLsHI8aV0g,12828.0,2019,October,Tuesday,17,2.1344283370116592,1.851654276748248,0.28277406026341106,2296007.6
"What do tech pioneers think about the AI revolution? - The Engineers, BBC World Service",BBC World Service,2537275.0,39000.0,2024-08-10 11:00:31+00:00,00:25:48,video,https://www.youtube.com/watch?v=Oa0ZHfcalCM,1296.0,2024,August,Saturday,11,1.588160526549152,1.537082105802485,0.05107842074666719,1280596.7
99% of Beginners Don't Know the Basics of AI,Jeff Su,3311585.0,68000.0,2024-09-03 13:00:49+00:00,00:10:12,video,https://www.youtube.com/watch?v=nVyD6THcvDQ,2449.0,2024,September,Tuesday,13,2.1273498943859206,2.0533973912794026,0.07395250310651848,1676682.3
Artificial Average Intelligence (song),Nate Ziller,241971.0,7900.0,2026-04-24 14:00:21+00:00,00:03:37,video,https://www.youtube.com/watch?v=7xM59VJU3fY&list=RD7xM59VJU3fY&start_radio=1,1070.0,2026,April,Friday,14,3.707055804207942,3.2648540527583885,0.44220175144955387,123569.5
