title,channelName,viewCount,likes,date,duration,type,url,commentsCount,upload_year,upload_month,upload_day,upload_hour,engagement_rate,like_ratio,comment_ratio,popularity_score
Data Analyst Portfolio Project | SQL Data Exploration | Project 1/4,Alex The Analyst,2416326.0,40000.0,2021-05-04 11:00:31+00:00,01:17:09,video,https://www.youtube.com/watch?v=qfyynHBFOsM,4574.0,2021,May,Tuesday,11,1.8447014185999737,1.6554057689235642,0.18929564967640958,1221077.8
Honest Trailers | A.I. Artificial Intelligence (2001),Screen Junkies,357367.0,14000.0,2026-06-09 17:00:34+00:00,00:08:26,video,https://www.youtube.com/watch?v=Oovq_p-WFuQ,1506.0,2026,June,Tuesday,17,4.338956870667969,3.9175413510480825,0.4214155196198866,183184.7
Learn 80% of Data Analysis in Excel in Just 12 Minutes,Kenji Explains,202038.0,6400.0,2025-01-26 19:45:00+00:00,00:12:09,video,https://www.youtube.com/watch?v=O1QfG5SXRkM,250.0,2025,January,Sunday,19,3.291460022372029,3.167720923786614,0.12373909858541463,102989.0
AI Agents Made Me 1K Live (Day Trading Strategy),Austin Marcus,4538.0,516.0,2026-07-02 21:51:21+00:00,00:07:01,video,https://www.youtube.com/watch?v=o_ulpEZHCJU,0.0,2026,July,Thursday,21,11.370647862494492,11.370647862494492,0.0,2423.8
WTF is Happening to Data Analyst Jobs,Sundas Khalid,29393.0,761.0,2026-04-06 14:44:01+00:00,00:06:56,video,https://www.youtube.com/watch?v=rrXIm7xhUSg,58.0,2026,April,Monday,14,2.786377708978328,2.589051815058007,0.19732589392032115,14936.4
DON'T Become a Data Analyst - Do THIS Instead,"Jess Ramos | Data, AI, & Tech ⚡️",2739.0,158.0,2026-06-24 09:00:29+00:00,00:10:35,video,https://www.youtube.com/watch?v=iBNtjsauYLU,17.0,2026,June,Wednesday,9,6.389193136181088,5.768528660094925,0.6206644760861628,1420.3000000000002
26 Data Job Cheat Codes That Actually Work,Avery Smith | Data Analyst,1456.0,106.0,2026-06-23 12:00:06+00:00,00:14:42,video,https://www.youtube.com/watch?v=Tjlld8vRDBQ,4.0,2026,June,Tuesday,12,7.554945054945055,7.280219780219781,0.27472527472527475,760.5999999999999
NVIDIA CEO Jensen Huang's Vision for the Future,Cleo Abram,5151224.0,134000.0,2025-01-27 14:00:22+00:00,01:03:03,video,https://www.youtube.com/watch?v=7ARBJQn6QkM,5397.0,2025,January,Monday,14,2.7060947068114296,2.6013234912712004,0.10477121554022888,2616891.4
"Godfather of AI WARNS: ""You Have No Idea What's Coming""",The Diary Of A CEO Clips,7049649.0,100000.0,2025-09-27 18:00:03+00:00,00:20:57,video,https://www.youtube.com/watch?v=5KmopXwjXik,16846.0,2025,September,Saturday,18,1.6574725918978377,1.418510340018347,0.23896225187949072,3558193.7
Is MS in USA Worth It in 2026 For Data Analyst? (Hard Truth),Yudi J,98973.0,2700.0,2026-03-02 14:30:00+00:00,00:07:48,video,https://www.youtube.com/watch?v=Jv1zdGJSmo0,233.0,2026,March,Monday,14,2.963434472027725,2.728016731835955,0.23541774019176948,50343.1
You’re not behind (yet): How to learn AI in 18 minutes,Dan Martell,2269833.0,73000.0,2026-03-05 14:00:01+00:00,00:17:48,video,https://www.youtube.com/watch?v=0Tch0N5nsRU,1781.0,2026,March,Thursday,14,3.2945595557029965,3.2160956334673076,0.07846392223568871,1157172.7
An AI Expert Warning: 6 People Are (Quietly) Deciding Humanity’s Future!,The Diary Of A CEO,3588883.0,62000.0,2025-12-04 08:00:38+00:00,02:04:06,video,https://www.youtube.com/watch?v=P7Y-fynYsgE,10415.0,2025,December,Thursday,8,2.0177587288301124,1.7275570142576395,0.2902017145724728,1815124.5
Microsoft Admits it was Wrong About AI,The Infographics Show,414081.0,10000.0,2026-07-03 20:11:13+00:00,00:14:31,video,https://www.youtube.com/watch?v=towF0_V7oHw,1715.0,2026,July,Friday,20,2.829156614285611,2.4149864398511403,0.4141701744344706,210383.5
Artificial Intelligence (Official Video),Tom Cardy,2769162.0,95000.0,2021-08-05 21:36:52+00:00,00:04:01,video,https://www.youtube.com/watch?v=uTl8ZYImjBQ&list=RDuTl8ZYImjBQ&start_radio=1,3555.0,2021,August,Thursday,21,3.559018937859179,3.430640749800842,0.12837818805833678,1413792.0
MIT Explains the 12 Possible Endings for AI,Species | Documenting AGI,6362310.0,128000.0,2026-03-29 15:21:29+00:00,00:35:44,video,https://www.youtube.com/watch?v=FLcrvMfHUJM,18010.0,2026,March,Sunday,15,2.2949211842868396,2.0118478980118857,0.2830732862749536,3223157.0
The Rise and Reckoning of AI | 2026 Isaac Asimov Memorial Debate,American Museum of Natural History,402436.0,9600.0,2026-03-21 13:01:09+00:00,01:39:03,video,https://www.youtube.com/watch?v=eYUYdpG4UT8,2242.0,2026,March,Saturday,13,2.942579689689789,2.3854724726416126,0.5571072170481766,204546.4
Eye-Opening Look at How Fast Artificial Intelligence is Advancing,TODAY,425092.0,3600.0,2025-10-21 13:32:18+00:00,00:02:24,video,https://www.youtube.com/watch?v=dDlGExTChI0,954.0,2025,October,Tuesday,13,1.071297507363112,0.8468754998917881,0.22442200747132385,213816.8
Artificial Intelligence,Hardcor-e - Topic,1606590.0,26000.0,2016-08-25 01:35:19+00:00,00:04:00,video,https://www.youtube.com/watch?v=9gpvus-fPyo&list=RD9gpvus-fPyo&start_radio=1,0.0,2016,August,Thursday,1,1.618334484840563,1.618334484840563,0.0,811095.0
How to Stop AI from Killing Your Critical Thinking | Advait Sarkar | TED,TED,620840.0,18000.0,2025-12-28 16:00:11+00:00,00:14:55,video,https://www.youtube.com/watch?v=3lPnN8omdPA,501.0,2025,December,Sunday,16,2.979994845692932,2.8992977256620063,0.08069712003092584,315920.2
The Worst Case Scenario for AI,JRE Clips,2435439.0,28000.0,2025-07-03 17:01:01+00:00,00:15:13,video,https://www.youtube.com/watch?v=bjnUJq5OONM,6062.0,2025,July,Thursday,17,1.3985979529768555,1.1496900558790428,0.24890789709781275,1227331.9
The Uncomfortable Truth About AI “Reasoning” | World Science Festival,World Science Festival,411199.0,8600.0,2026-05-15 23:00:07+00:00,01:26:16,video,https://www.youtube.com/watch?v=iFYF_e1GSGI,1958.0,2026,May,Friday,23,2.5676132480866927,2.091444774914336,0.47616847317235694,208571.1
Stanford CS229 I Machine Learning I Building Large Language Models (LLMs),Stanford Online,2320799.0,61000.0,2024-08-27 22:02:57+00:00,01:44:31,video,https://www.youtube.com/watch?v=9vM4p9NN0Ts,502.0,2024,August,Tuesday,22,2.650035612735097,2.628405131163879,0.021630481571217497,1178799.9
The AI Future No One Wants to Talk About,Sabine Hossenfelder,348332.0,20000.0,2026-06-24 15:00:29+00:00,00:12:13,video,https://www.youtube.com/watch?v=zWQe2Fn--Eg,3735.0,2026,June,Wednesday,15,6.81390168000643,5.741648771861327,1.0722529081451029,180913.0
AI: What Could Go Wrong? with Geoffrey Hinton | The Weekly Show with Jon Stewart,The Weekly Show with Jon Stewart,1122811.0,27000.0,2025-10-09 18:04:12+00:00,01:38:20,video,https://www.youtube.com/watch?v=jrK3PsD3APk,3432.0,2025,October,Thursday,18,2.7103403867614406,2.404678970904275,0.3056614158571656,570191.9
"""Godfather of AI"" Geoffrey Hinton: The 60 Minutes Interview",60 Minutes,4302789.0,55000.0,2023-10-09 12:03:13+00:00,00:13:12,video,https://www.youtube.com/watch?v=qrvK_KuIeJk,4176.0,2023,October,Monday,12,1.3752940244106786,1.278240694582049,0.09705332982862976,2168729.7
"AI Whistleblower WARNS: ""You Have No Idea What's Coming In 2026""",AI Upload,498197.0,16000.0,2026-04-04 22:11:20+00:00,00:23:14,video,https://www.youtube.com/watch?v=SNyi4eNyPCc,4243.0,2026,April,Saturday,22,4.063252087025814,3.2115809609451684,0.8516711260806468,254747.1
Viral essay urges people to prepare for rapid advancements in artificial intelligence,CBS News,146234.0,2600.0,2026-02-14 00:21:02+00:00,00:07:08,video,https://www.youtube.com/watch?v=g8u0SlzVKAE,828.0,2026,February,Saturday,0,2.3441880821149663,1.7779722909856805,0.5662157911292859,74062.6
ML Foundations for AI Engineers (in 34 Minutes),Shaw Talebi,428572.0,14000.0,2025-05-11 15:00:27+00:00,00:34:50,video,https://www.youtube.com/watch?v=BUTjcAjfMgY,231.0,2025,May,Sunday,15,3.3205622392503478,3.266662311116918,0.053899928133429156,218532.2
"Faith, Dignity, and Human Flourishing: Hearing God’s Voice in an Age of Artificial Intelligence",The Church of Jesus Christ of Latter-day Saints,345887.0,15000.0,2026-06-07 13:45:36+00:00,00:59:18,video,https://www.youtube.com/watch?v=Ts5Z64A0Vv4,1002.0,2026,June,Sunday,13,4.626366414464839,4.336676429007161,0.2896899854576784,177643.9
Artificial Intelligence Out of Control: The Apocalypse is Here | How AI and ChatGPT End Humanity,The Why Files,4910389.0,193000.0,2023-07-07 01:00:11+00:00,00:43:47,video,https://www.youtube.com/watch?v=brQLpTnDwyg,19742.0,2023,July,Friday,1,4.332487711258721,3.9304421706712036,0.4020455405875176,2517042.9
Artificial Intelligence,MIKE DEAN,908802.0,13000.0,2023-04-29 04:01:20+00:00,00:02:55,video,https://www.youtube.com/watch?v=qD-o2lDQwa8&list=RDqD-o2lDQwa8&start_radio=1,208.0,2023,April,Saturday,4,1.4533418720469367,1.4304545984713943,0.022887273575542308,458342.6
Artificial Utopia? The Future of Humanity in an AI World | World Science Festival,World Science Festival,150256.0,2700.0,2026-04-17 23:00:06+00:00,01:22:25,video,https://www.youtube.com/watch?v=BS4y-_KMyF4,679.0,2026,April,Friday,23,2.248828665743797,1.7969332339473965,0.4518954317964008,76073.8
Anthropic's CEO raises concerns over rapidly developing AI technology,ABC News,32037.0,290.0,2026-06-11 00:16:14+00:00,00:02:06,video,https://www.youtube.com/watch?v=C9Rnt3FKaIY,130.0,2026,June,Thursday,0,1.3109841745481787,0.9052033586165995,0.4057808159315791,16131.5
What if AI Takes Over The World? | How AI Robot Works? | Artificial Intelligence | Dr. Binocs Show,Peekaboo Kidz,1682789.0,5700.0,2025-07-04 12:30:53+00:00,00:05:49,video,https://www.youtube.com/watch?v=gMicQCf3UXE,0.0,2025,July,Friday,12,0.3387233931289068,0.3387233931289068,0.0,843104.5
Meet Booster T2 The Next Generation Artificial Intelligence Robot,DPCcars,16378.0,73.0,2026-07-10 16:11:37+00:00,00:01:43,video,https://www.youtube.com/watch?v=00xSigOvgN0,62.0,2026,July,Friday,16,0.8242764684332641,0.445719868115765,0.3785566003174991,8223.3
Cuco - Artificial Intelligence (Official Lyric Video),Cuco,193019.0,5500.0,2023-07-25 20:00:03+00:00,00:04:21,video,https://www.youtube.com/watch?v=BOtFZbusEQQ&list=RDBOtFZbusEQQ&start_radio=1,229.0,2023,July,Tuesday,20,2.9681015858542423,2.8494604158139873,0.11864117004025511,98205.3
What is Artificial Intelligence? In 5 minutes.(Part 2 link in Description),Dr. Raj Ramesh,2040510.0,34000.0,2017-08-13 15:47:59+00:00,00:05:27,video,https://www.youtube.com/watch?v=2ePf9rue1Ao,1279.0,2017,August,Sunday,15,1.7289305124699217,1.6662501041406315,0.06268040832929023,1030710.8
Steven Spielberg Talks Artificial Intelligence with Stephen Colbert,The Late Show with Stephen Colbert,111352.0,2400.0,2023-03-07 18:56:02+00:00,00:03:37,video,https://www.youtube.com/watch?v=tSoCtw5vNS0,236.0,2023,March,Tuesday,18,2.3672677634887562,2.1553272505208705,0.21194051296788563,56443.2
"The Hardest Problem AI Ever Solved, with Google DeepMind CEO",Cleo Abram,1622511.0,44000.0,2026-04-07 13:09:02+00:00,01:05:11,video,https://www.youtube.com/watch?v=C0gErQtnNFE&t=2064s,2102.0,2026,April,Tuesday,13,2.841398301768062,2.711846021382906,0.1295522803851561,824875.9
"Ultimate Data Analyst Bootcamp [24 Hours!] for FREE | SQL, Excel, Tableau, Power BI, Python, Azure",Alex The Analyst,1219441.0,43000.0,2024-12-10 05:00:49+00:00,23:32:48,video,https://www.youtube.com/watch?v=wQQR60KtnFY,1452.0,2024,December,Tuesday,5,3.6452768112602416,3.5262058598981008,0.11907095136214052,622910.9
What is artificial intelligence? | The Royal Society,The Royal Society,206932.0,1300.0,2018-11-28 13:39:58+00:00,00:02:31,video,https://www.youtube.com/watch?v=nASDYRkbQIY,36.0,2018,November,Wednesday,13,0.6456227166412155,0.628225697330524,0.017397019310691434,103863.2
"7 AI Terms You Need to Know: Agents, RAG, ASI & More",IBM Technology,1214080.0,27000.0,2025-09-01 11:00:52+00:00,00:11:04,video,https://www.youtube.com/watch?v=VSFuqMh4hus,812.0,2025,September,Monday,11,2.290788086452293,2.2239061676331047,0.0668819188191882,615302.4
AI does to us what American Cheese did to food,Opus 23,139781.0,13000.0,2026-05-16 14:00:02+00:00,00:38:53,video,https://www.youtube.com/watch?v=1CbmC2aWhjY,2189.0,2026,May,Saturday,14,10.866283686624076,9.300262553565936,1.566021133058141,74228.3
What is Artificial Intelligence Exactly?,ColdFusion,2186805.0,34000.0,2016-07-19 18:13:41+00:00,00:09:21,video,https://www.youtube.com/watch?v=kWmX3pd1f10,1038.0,2016,July,Tuesday,18,1.602246199363912,1.554779690004367,0.047466509359545085,1103810.1
How ChatGPT Slowly Destroys Your Brain,Justin Sung,1001612.0,47000.0,2025-08-03 00:27:19+00:00,00:17:20,video,https://www.youtube.com/watch?v=6sJ50Ybp44I,4284.0,2025,August,Sunday,0,5.12014632412551,4.692435793500876,0.4277105306246331,515762.8
What is AI - Artificial Intelligence in Telugu | Future of AI | TeluguBadi,Telugu badi (తెలుగుబడి),1536904.0,55000.0,2018-07-29 01:05:47+00:00,00:11:11,video,https://www.youtube.com/watch?v=1PJsZwpwZ7k,2643.0,2018,July,Sunday,1,3.7505920994414743,3.5786229979230977,0.1719691015183772,785480.6
The Entire History of Artificial Intelligence (Last 100 Years),"Putchuon - ""Put You On""",243863.0,5700.0,2024-05-30 13:41:56+00:00,00:22:38,video,https://www.youtube.com/watch?v=mSd9nmPM7Vg,392.0,2024,May,Thursday,13,2.498123946642172,2.3373779540151642,0.16074599262700778,123719.9
The Thinking Game | Full documentary | Tribeca Film Festival official selection,Google DeepMind,441535195.0,264000.0,2025-11-25 15:44:20+00:00,01:24:07,video,https://www.youtube.com/watch?v=d95J8yzvjbQ,5140.0,2025,November,Tuesday,15,0.0609555032187185,0.059791383108202735,0.0011641201105157654,220847825.5
Godfather of AI: They Keep Silencing Me But I’m Trying to Warn Them!,The Diary Of A CEO,13642836.0,295000.0,2025-06-16 07:00:44+00:00,01:30:07,video,https://www.youtube.com/watch?v=giT0ytynSqg&t=2567s,31507.0,2025,June,Monday,7,2.393248735087045,2.162307015931292,0.23094171915575326,6916219.4
You’re Not Behind (Yet): How to Learn AI in 29 Minutes,Futurepedia,1022613.0,25000.0,2025-07-31 18:50:11+00:00,00:28:59,video,https://www.youtube.com/watch?v=9c7zh2MkslY,1059.0,2025,July,Thursday,18,2.5482758384647957,2.4447176008910505,0.10355823757374491,519018.3
How to Day Trade with AI Agents (Full Trading Bot Tutorial),Merel Dumont,6031.0,1500.0,2026-06-20 20:44:51+00:00,00:07:30,video,https://www.youtube.com/watch?v=YZ6ZseS06KY,3.0,2026,June,Saturday,20,24.92124025866357,24.8714972641353,0.049742994528270607,3466.1
A.I.: Artificial Intelligence (2001) - Dinner Malfunction | Movieclips,Movieclips,4388894.0,25000.0,2025-02-26 15:01:15+00:00,00:02:45,video,https://www.youtube.com/watch?v=ofzIdn6PeSc,1545.0,2025,February,Wednesday,15,0.604822080460362,0.569619589810098,0.035202490650264054,2202256.0
"Journalist Karen Hao on Sam Altman, OpenAI & the “Quasi-Religious” Push for Artificial Intelligence",Democracy Now!,131584.0,4600.0,2026-07-03 15:45:16+00:00,00:35:45,video,https://www.youtube.com/watch?v=j721VYEClz0,496.0,2026,July,Friday,15,3.872811284046693,3.495865758754864,0.3769455252918288,67271.2
The Next Phase of Artificial Intelligence,Bloomberg Television,33359.0,492.0,2026-05-22 16:32:31+00:00,00:14:02,video,https://www.youtube.com/watch?v=zJ0V9gvK5FU,76.0,2026,May,Friday,16,1.7026889295242664,1.4748643544470756,0.22782457507719056,16842.3
How worrying is the rapid expansion of artificial intelligence? | Inside Story,Al Jazeera English,39837.0,477.0,2026-02-17 17:45:02+00:00,00:26:45,video,https://www.youtube.com/watch?v=QdjGpLbePPU,98.0,2026,February,Tuesday,17,1.443381780756583,1.1973793207319827,0.24600246002460024,20081.199999999997
AI expert worries about the risk of humans losing control | Four Corners,ABC News In-depth,116298.0,2400.0,2026-07-06 09:06:32+00:00,00:15:06,video,https://www.youtube.com/watch?v=gYORRh377Gw,126.0,2026,July,Monday,9,2.1720063973585098,2.0636640354950213,0.10834236186348861,58894.2
There's No More Data Analyst Jobs…Now What?,Kedeisha Bryan - Your Data Career Coach,100073.0,4100.0,2025-07-15 13:26:19+00:00,00:08:04,video,https://www.youtube.com/watch?v=_8GBpihMjfI,173.0,2025,July,Tuesday,13,4.269882985420643,4.097009183296193,0.17287380212444914,51301.1
Artificial Intelligence: 'What we do with it is now up to all of us' - UN Chief | United Nations,United Nations,1770.0,86.0,2026-07-04 12:00:26+00:00,00:59:54,video,https://www.youtube.com/watch?v=PTlTEB-PCl4,60.0,2026,July,Saturday,12,8.248587570621469,4.858757062146893,3.389830508474576,922.8
The singularity is near: Google unveils next phase of AI,ABC News,308644.0,4100.0,2026-05-23 03:55:00+00:00,00:05:05,video,https://www.youtube.com/watch?v=zvJ5KfNjOCk,953.0,2026,May,Saturday,3,1.6371612602221328,1.3283912857531655,0.3087699744689675,155742.6
But what is a neural network? | Deep learning chapter 1,3Blue1Brown,23662663.0,552000.0,2017-10-05 15:11:25+00:00,00:18:40,video,https://www.youtube.com/watch?v=aircAruvnKk,9168.0,2017,October,Thursday,15,2.371533584364532,2.332789001812687,0.0387445825518455,11998765.1
Why AI Researchers Are Quitting and Panicking on the Way Out & Other Stories,The Infographics Show,650759.0,12000.0,2026-05-27 03:44:22+00:00,02:56:10,video,https://www.youtube.com/watch?v=7Wz4UjVEpJk,2235.0,2026,May,Wednesday,3,2.1874457364400643,1.8440006208135424,0.3434451156265223,329426.5
Apple Has Failed At Artificial Intelligence. Again.,Apple Explained,144357.0,6400.0,2026-02-09 06:04:25+00:00,00:20:46,video,https://www.youtube.com/watch?v=qRLvC0kd2jk,1276.0,2026,February,Monday,6,5.317372901902921,4.433453175114473,0.883919726788448,74353.7
Pope Leo issues new warning on artificial intelligence,NBC News,35606.0,491.0,2026-05-25 23:09:55+00:00,00:01:52,video,https://www.youtube.com/watch?v=ny7FpTjm9E0,218.0,2026,May,Monday,23,1.991237431893501,1.3789810706060777,0.6122563612874234,17993.899999999998
The Co-Founders of Claude AI Tell Oprah About the Impact Artificial Intelligence Has on Your Life,Oprah,2849856.0,4700.0,2026-05-19 09:01:06+00:00,01:06:15,video,https://www.youtube.com/watch?v=w5dJqHilu5s,0.0,2026,May,Tuesday,9,0.16492061353275395,0.16492061353275395,0.0,1426338.0
What is Artificial Intelligence? | ChatGPT | The Dr Binocs Show | Peekaboo Kidz,Peekaboo Kidz,2572446.0,14000.0,2023-01-13 12:30:25+00:00,00:05:42,video,https://www.youtube.com/watch?v=ttIOdAdQaUE,0.0,2023,January,Friday,12,0.5442291111261423,0.5442291111261423,0.0,1290423.0
What Is Artificial Intelligence? Crash Course AI #1,CrashCourse,928136.0,20000.0,2019-08-09 20:44:25+00:00,00:11:45,video,https://www.youtube.com/watch?v=a0_lo_GDcFw,576.0,2019,August,Friday,20,2.2169164863769963,2.154856615840782,0.06205987053621452,470183.2
We're Not Ready for Superintelligence,AI In Context,10926555.0,416000.0,2025-07-09 16:03:16+00:00,00:34:11,video,https://www.youtube.com/watch?v=5KVDDfAkRgc,39560.0,2025,July,Wednesday,16,4.169292151094284,3.807238420526873,0.36205373056741125,5595989.5
AI Complete OneShot Course for Beginners | Learn AI & ML Fundamentals from Scratch,Apna College,3576912.0,95000.0,2025-10-13 17:14:11+00:00,01:06:25,video,https://www.youtube.com/watch?v=D1eL1EnxXXQ,2381.0,2025,October,Monday,17,2.722488000823056,2.655922203285963,0.06656579753709345,1817432.2
The CRASH of Data Analyst Jobs...How To ACTUALLY Get Hired in 2026,"Jess Ramos | Data, AI, & Tech ⚡️",7396.0,303.0,2025-10-12 07:21:50+00:00,00:12:34,video,https://www.youtube.com/watch?v=-lnH8DnPz3Y,33.0,2025,October,Sunday,7,4.542996214169821,4.096809085992429,0.44618712817739314,3795.5
The Business Metrics Framework to Be a Data Analyst ASAP,Christine Jiang,23604.0,1200.0,2025-10-09 13:00:12+00:00,00:14:12,video,https://www.youtube.com/watch?v=5VCFJiz7Xec,49.0,2025,October,Thursday,13,5.291476021013388,5.083884087442806,0.20759193357058123,12171.8
AI 2027: A Realistic Scenario of AI Takeover,Species | Documenting AGI,4537625.0,130000.0,2025-05-28 20:53:33+00:00,00:37:45,video,https://www.youtube.com/watch?v=k_onqn68GHY,19954.0,2025,May,Wednesday,20,3.3046803118371395,2.8649348502796066,0.4397454615575329,2311803.3
Data Analyst Roadmap Explained | No Tech Degree Jobs| S3 EP 6,Lifereset with Boni ,33841.0,1000.0,2024-05-08 13:00:07+00:00,00:22:51,video,https://www.youtube.com/watch?v=LyAfGAAqSpc,152.0,2024,May,Wednesday,13,3.4041547235601786,2.9549954197570996,0.44915930380307906,17250.9
Advice for machine learning beginners | Andrej Karpathy and Lex Fridman,Lex Clips,1166487.0,35000.0,2022-10-31 20:00:04+00:00,00:05:47,video,https://www.youtube.com/watch?v=I2ZK3ngNvvI,707.0,2022,October,Monday,20,3.0610714049963694,3.0004620711589585,0.06060933383741096,593884.9
How artificial intelligence is reshaping college for students and professors,PBS NewsHour,1438499.0,13000.0,2025-11-25 23:49:17+00:00,00:09:57,video,https://www.youtube.com/watch?v=rbCQKODKv1o,0.0,2025,November,Tuesday,23,0.9037197801319292,0.9037197801319292,0.0,723149.5
The Brutal TRUTH About Data Analyst Job Market in 2026,"Jess Ramos | Data, AI, & Tech ⚡️",136489.0,4000.0,2026-01-09 20:08:18+00:00,00:09:54,video,https://www.youtube.com/watch?v=zhQXO3_48SA,213.0,2026,January,Friday,20,3.086695631149763,2.930639099121541,0.15605653202822206,69487.1
"Machine Learning: Solving Problems Big, Small, and Prickly",Google,725027.0,8500.0,2016-12-12 21:46:37+00:00,00:05:19,video,https://www.youtube.com/watch?v=_rdINNHLYaQ,466.0,2016,December,Monday,21,1.2366436008590025,1.1723701324226545,0.06427346843634789,365156.7
I Built a Data Analyst in n8n (here's what happened),Rohan Adus,17613.0,493.0,2025-08-12 04:00:36+00:00,00:11:34,video,https://www.youtube.com/watch?v=OcnPu_MTJJQ,26.0,2025,August,Tuesday,4,2.9466871061148017,2.7990688695849655,0.1476182365298359,8959.6
How I'd Become a Data Analyst (If I had to Start Over) | Exact Step-by-Step Plan,Tech Classes,247443.0,9300.0,2025-09-14 06:42:55+00:00,00:14:30,video,https://www.youtube.com/watch?v=PxjuBgAUSp8,443.0,2025,September,Sunday,6,3.9374724684068654,3.7584413380051163,0.1790311304017491,126600.1
Excel Data Analysis Full Course Tutorial (7+ Hours),Learn Skills Daily,2077291.0,51000.0,2024-05-31 16:30:07+00:00,07:11:22,video,https://www.youtube.com/watch?v=qrbf9DtR3_c,1108.0,2024,May,Friday,16,2.508459334777843,2.4551206354814994,0.05333869929634317,1054167.1
The Data Analyst Who SILENCED Candace Owens With The Truth!,The Story Box,16008.0,1900.0,2026-07-13 05:30:27+00:00,00:21:00,video,https://www.youtube.com/watch?v=2T61TSd3W-s,337.0,2026,July,Monday,5,13.974262868565718,11.869065467266367,2.10519740129935,8641.4
How to prepare for a Data Analyst Entry Level Job - 2026 Roadmap,Mo Chen,22931.0,1100.0,2026-01-05 14:01:06+00:00,00:09:46,video,https://www.youtube.com/watch?v=bz3dOllzhN4,60.0,2026,January,Monday,14,5.058654223540185,4.7969996947363835,0.2616545288038027,11807.5
Supervised Learning | Classification and Regression | Machine Learning Tutorial | Tutorialspoint,TutorialsPoint,60675.0,0.0,2024-01-17 10:30:14+00:00,00:04:57,video,https://www.youtube.com/watch?v=SrZ6vifbmdc,21.0,2024,January,Wednesday,10,0.034610630407911,0.0,0.034610630407911,30341.7
Generative vs Agentic AI: Shaping the Future of AI Collaboration,IBM Technology,1261248.0,16000.0,2025-04-21 11:00:32+00:00,00:07:18,video,https://www.youtube.com/watch?v=EDb37y_MhRw,520.0,2025,April,Monday,11,1.3098137717562286,1.26858476683412,0.041229004922108896,635528.0
Lec-2: Supervised Learning Algorithms | Machine Learning,Gate Smashers,597286.0,9800.0,2023-08-25 06:19:49+00:00,00:08:50,video,https://www.youtube.com/watch?v=LKlOH8OLLcw,106.0,2023,August,Friday,6,1.6585019571863397,1.6407550151853552,0.017746942000984454,301604.2
Introduction To Machine Learning Algorithms In Hindi,Krish Naik Hindi,541203.0,6300.0,2022-02-02 04:30:16+00:00,00:18:59,video,https://www.youtube.com/watch?v=7uwa9aPbBRU,129.0,2022,February,Wednesday,4,1.187909157931497,1.1640733698815418,0.023835788049955377,272517.3
Lec 01. Introduction to Deep Learning,MIT OpenCourseWare,430458.0,13000.0,2026-02-11 14:39:47+00:00,01:00:51,video,https://www.youtube.com/watch?v=6FkRvTtUc-o,234.0,2026,February,Wednesday,14,3.0743998253023523,3.020039121122154,0.05436070418019876,219175.8
Machine Learning Fundamentals: The Confusion Matrix,StatQuest with Josh Starmer,957475.0,21000.0,2018-10-29 14:00:01+00:00,00:07:12,video,https://www.youtube.com/watch?v=Kdsp6soqA7o,753.0,2018,October,Monday,14,2.2719131047808037,2.1932687537533617,0.07864435102744197,485188.1
Machine Learning Full Course | Beginner to Advanced (FREE) 2026,The iScale,94370.0,2900.0,2026-02-06 11:12:46+00:00,05:27:36,video,https://www.youtube.com/watch?v=hR-tMLTMw0s,309.0,2026,February,Friday,11,3.4004450566917455,3.07301049062202,0.32743456606972554,48116.8
What is Machine Learning?,LearnFree,118918.0,947.0,2018-02-22 16:18:06+00:00,00:02:02,video,https://www.youtube.com/watch?v=QghjaS0WQQU,11.0,2018,February,Thursday,16,0.805597134159673,0.796347062681848,0.009250071477825056,59745.299999999996
How I Would Learn Machine Learning (If I Could Start Over),Sreemanti Dey,60963.0,3700.0,2025-12-06 19:28:48+00:00,00:08:51,video,https://www.youtube.com/watch?v=414bAWiKl38,326.0,2025,December,Saturday,19,6.604005708380494,6.069255121959221,0.5347505864212719,31656.7
Machine Learning Fundamentals: Cross Validation,StatQuest with Josh Starmer,1469024.0,41000.0,2018-04-24 18:37:54+00:00,00:06:04,video,https://www.youtube.com/watch?v=fSytzGwwBVw,1720.0,2018,April,Tuesday,18,2.9080532380682684,2.7909686975842467,0.11708454048402203,747156.0
"2026 FREE Data Analyst Bootcamp [23+ Hours] | SQL, Python, Pandas, Power BI, DAX & Real Projects",Ankit Bansal,19974.0,1000.0,2026-06-25 04:43:26+00:00,22:59:22,video,https://www.youtube.com/watch?v=LSSXfwQKfyg,125.0,2026,June,Thursday,4,5.632322018624211,5.006508460999299,0.6258135576249124,10312.0
Artificial Intelligence | Introduction | AI | Lec-01 | Bhanu Priya,Education 4u,1038915.0,11000.0,2019-08-20 14:16:12+00:00,00:07:48,video,https://www.youtube.com/watch?v=kmeaG_BQZ7M,256.0,2019,August,Tuesday,14,1.0834380098468113,1.0587969179384262,0.02464109190838519,522808.7
How I Became a Data Analyst & Got a Job! (No CS Degree),Agatha,126617.0,4300.0,2024-06-07 14:00:30+00:00,00:08:47,video,https://www.youtube.com/watch?v=Lr23EiuN2uc,110.0,2024,June,Friday,14,3.4829446282884606,3.396068458421855,0.0868761698666056,64620.5
